country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Jharkhand,,43971,-76,-34,-46,-54,-34,19
IN,India,Jharkhand,,43972,-72,-18,-41,-49,-29,17
IN,India,Jharkhand,,43973,-72,-20,-40,-49,-29,17
IN,India,Jharkhand,,43974,-73,-25,-43,-49,-28,16
IN,India,Jharkhand,,43975,-72,-22,-51,-49,-13,13
IN,India,Jharkhand,,43976,-73,-25,-39,-53,-40,19
IN,India,Karnataka,,43876,2,1,2,3,5,0
IN,India,Karnataka,,43877,1,2,2,3,0,1
IN,India,Karnataka,,43878,0,3,2,1,5,1
IN,India,Karnataka,,43879,-1,2,1,1,4,1
IN,India,Karnataka,,43880,1,4,2,3,5,0
IN,India,Karnataka,,43881,2,6,5,6,4,-1
IN,India,Karnataka,,43882,-2,2,4,-5,-30,7
IN,India,Karnataka,,43883,-3,-5,2,-5,-7,2
IN,India,Karnataka,,43884,-4,-4,0,-1,1,1
IN,India,Karnataka,,43885,0,1,2,2,6,0
IN,India,Karnataka,,43886,0,0,1,2,4,0
IN,India,Karnataka,,43887,1,1,2,4,4,0
IN,India,Karnataka,,43888,0,-1,3,0,5,1
IN,India,Karnataka,,43889,3,1,3,2,6,0
IN,India,Karnataka,,43890,3,2,2,3,10,0
IN,India,Karnataka,,43891,4,5,2,2,4,0
IN,India,Karnataka,,43892,1,4,2,0,7,1
IN,India,Karnataka,,43893,0,5,2,0,5,1
IN,India,Karnataka,,43894,2,9,2,3,4,1
IN,India,Karnataka,,43895,0,5,2,0,5,1
IN,India,Karnataka,,43896,1,5,2,1,5,1
IN,India,Karnataka,,43897,1,5,3,3,8,1
IN,India,Karnataka,,43898,0,6,2,0,4,1
IN,India,Karnataka,,43899,-1,5,3,-2,0,2
IN,India,Karnataka,,43900,-5,2,-1,-7,-11,5
IN,India,Karnataka,,43901,-3,3,-1,-1,0,1
IN,India,Karnataka,,43902,-4,0,-1,-5,1,2
IN,India,Karnataka,,43903,-5,6,-3,-5,-1,3
IN,India,Karnataka,,43904,-16,0,-11,-8,-10,5
IN,India,Karnataka,,43905,-20,-6,-14,-10,-2,4
IN,India,Karnataka,,43906,-13,-1,-8,-12,-14,7
IN,India,Karnataka,,43907,-17,-3,-10,-15,-20,8
IN,India,Karnataka,,43908,-18,-1,-12,-15,-22,8
IN,India,Karnataka,,43909,-20,-1,-14,-19,-24,10
IN,India,Karnataka,,43910,-26,-4,-21,-22,-26,11
IN,India,Karnataka,,43911,-31,8,-24,-20,-14,7
IN,India,Karnataka,,43912,-81,-81,-60,-66,-49,21
IN,India,Karnataka,,43913,-45,3,-28,-37,-47,17
IN,India,Karnataka,,43914,-73,-43,-49,-61,-73,28
IN,India,Karnataka,,43915,-81,-65,-56,-71,-81,35
IN,India,Karnataka,,43916,-80,-61,-55,-71,-77,34
IN,India,Karnataka,,43917,-81,-61,-56,-71,-77,35
IN,India,Karnataka,,43918,-83,-64,-59,-72,-71,30
IN,India,Karnataka,,43919,-82,-64,-60,-70,-49,22
IN,India,Karnataka,,43920,-80,-62,-56,-72,-75,35
IN,India,Karnataka,,43921,-79,-58,-55,-70,-75,33
IN,India,Karnataka,,43922,-80,-60,-55,-70,-76,33
IN,India,Karnataka,,43923,-80,-61,-55,-71,-75,34
IN,India,Karnataka,,43924,-80,-59,-54,-71,-74,34
IN,India,Karnataka,,43925,-81,-61,-57,-70,-64,28
IN,India,Karnataka,,43926,-81,-63,-58,-68,-44,21
IN,India,Karnataka,,43927,-80,-61,-53,-71,-75,34
IN,India,Karnataka,,43928,-81,-49,-50,-62,-74,31
IN,India,Karnataka,,43929,-81,-50,-51,-62,-74,32
IN,India,Karnataka,,43930,-82,-53,-52,-64,-74,34
IN,India,Karnataka,,43931,-81,-42,-50,-63,-76,34
IN,India,Karnataka,,43932,-83,-52,-55,-64,-67,29
IN,India,Karnataka,,43933,-83,-56,-56,-62,-44,22
IN,India,Karnataka,,43934,-81,-51,-52,-64,-73,35
IN,India,Karnataka,,43935,-82,-53,-51,-64,-75,33
IN,India,Karnataka,,43936,-81,-50,-52,-61,-72,33
IN,India,Karnataka,,43937,-86,-46,-70,-61,-72,34
IN,India,Karnataka,,43938,-86,-45,-70,-61,-71,34
IN,India,Karnataka,,43939,-88,-52,-75,-63,-62,28
IN,India,Karnataka,,43940,-87,-52,-75,-60,-42,21
IN,India,Karnataka,,43941,-86,-49,-71,-63,-70,34
IN,India,Karnataka,,43942,-86,-47,-71,-61,-71,32
IN,India,Karnataka,,43943,-86,-48,-72,-61,-71,33
IN,India,Karnataka,,43944,-86,-48,-72,-62,-70,34
IN,India,Karnataka,,43945,-85,-44,-72,-60,-69,33
IN,India,Karnataka,,43946,-87,-48,-74,-61,-62,29
IN,India,Karnataka,,43947,-86,-49,-75,-58,-39,21
IN,India,Karnataka,,43948,-85,-45,-71,-61,-68,33
IN,India,Karnataka,,43949,-84,-44,-71,-59,-68,31
IN,India,Karnataka,,43950,-84,-43,-71,-58,-68,32
IN,India,Karnataka,,43951,-83,-41,-70,-58,-67,32
IN,India,Karnataka,,43952,-83,-37,-71,-59,-72,33
IN,India,Karnataka,,43953,-84,-42,-74,-58,-54,26
IN,India,Karnataka,,43954,-83,-43,-74,-54,-34,19
IN,India,Karnataka,,43955,-75,-25,-69,-47,-57,26
IN,India,Karnataka,,43956,-75,-25,-70,-46,-57,25
IN,India,Karnataka,,43957,-74,-22,-70,-44,-55,25
IN,India,Karnataka,,43958,-74,-21,-69,-45,-55,26
IN,India,Karnataka,,43959,-74,-18,-69,-45,-53,25
IN,India,Karnataka,,43960,-75,-22,-72,-45,-43,21
IN,India,Karnataka,,43961,-76,-27,-73,-43,-24,16
IN,India,Karnataka,,43962,-72,-17,-69,-44,-51,25
IN,India,Karnataka,,43963,-72,-17,-69,-43,-52,24
IN,India,Karnataka,,43964,-72,-17,-69,-42,-51,23
IN,India,Karnataka,,43965,-70,-17,-68,-43,-51,23
IN,India,Karnataka,,43966,-70,-13,-68,-42,-49,23
IN,India,Karnataka,,43967,-70,-16,-71,-41,-33,18
IN,India,Karnataka,,43968,-72,-22,-72,-40,-20,14
IN,India,Karnataka,,43969,-68,-14,-68,-42,-47,23
IN,India,Karnataka,,43970,-67,-12,-69,-39,-48,22
IN,India,Karnataka,,43971,-65,-10,-68,-36,-47,21
IN,India,Karnataka,,43972,-65,-10,-68,-38,-46,22
IN,India,Karnataka,,43973,-66,-10,-68,-39,-45,22
IN,India,Karnataka,,43974,-65,-4,-70,-35,-33,15
IN,India,Karnataka,,43975,-87,-61,-75,-61,-40,21
IN,India,Karnataka,,43976,-64,-8,-67,-39,-57,22
IN,India,Kerala,,43876,-3,-2,-3,-3,4,1
IN,India,Kerala,,43877,-3,-1,-3,-6,3,2
IN,India,Kerala,,43878,-4,-4,-2,-3,6,1
IN,India,Kerala,,43879,-2,-3,-2,-2,3,1
IN,India,Kerala,,43880,-2,0,-1,-1,3,1
IN,India,Kerala,,43881,1,-1,1,6,2,-1
IN,India,Kerala,,43882,-3,-8,3,-8,-30,5
IN,India,Kerala,,43883,-5,-4,-1,-5,-7,1
IN,India,Kerala,,43884,-10,-7,-5,-8,1,3
IN,India,Kerala,,43885,-5,-3,-2,-1,6,1
IN,India,Kerala,,43886,-3,-4,-2,-2,3,1
IN,India,Kerala,,43887,-4,-1,0,-1,2,1
IN,India,Kerala,,43888,-6,-3,0,-3,3,2
IN,India,Kerala,,43889,-6,-5,-10,-6,4,1
IN,India,Kerala,,43890,-5,-2,-8,-5,6,1
IN,India,Kerala,,43891,-7,-2,-8,-9,4,3
IN,India,Kerala,,43892,-4,-2,-5,-5,6,2
IN,India,Kerala,,43893,-3,-2,-4,-4,3,1
IN,India,Kerala,,43894,-2,2,-3,-2,3,1
IN,India,Kerala,,43895,-4,0,-2,-2,3,1
IN,India,Kerala,,43896,-5,-1,-10,-4,5,1
IN,India,Kerala,,43897,-5,2,-7,-5,6,2
IN,India,Kerala,,43898,-7,4,-9,-9,5,3
IN,India,Kerala,,43899,-10,-4,-5,-8,-6,5
IN,India,Kerala,,43900,-8,2,-7,-5,-2,3
IN,India,Kerala,,43901,-14,1,-9,-11,-10,5
IN,India,Kerala,,43902,-17,-4,-9,-15,-10,7
IN,India,Kerala,,43903,-20,-7,-19,-19,-8,7
IN,India,Kerala,,43904,-27,-7,-25,-25,-12,10
IN,India,Kerala,,43905,-34,-15,-29,-29,0,10
IN,India,Kerala,,43906,-21,-8,-16,-20,-9,8
IN,India,Kerala,,43907,-23,-12,-16,-20,-13,7
IN,India,Kerala,,43908,-23,-7,-14,-20,-13,8
IN,India,Kerala,,43909,-26,-8,-16,-22,-14,9
IN,India,Kerala,,43910,-29,0,-25,-26,-13,10
IN,India,Kerala,,43911,-36,8,-31,-30,-16,12
IN,India,Kerala,,43912,-79,-81,-56,-68,-34,27
IN,India,Kerala,,43913,-46,-9,-27,-42,-38,19
IN,India,Kerala,,43914,-70,-52,-35,-59,-59,26
IN,India,Kerala,,43915,-75,-55,-41,-64,-66,31
IN,India,Kerala,,43916,-77,-63,-43,-67,-66,33
IN,India,Kerala,,43917,-78,-65,-49,-69,-65,35
IN,India,Kerala,,43918,-80,-66,-53,-70,-60,35
IN,India,Kerala,,43919,-78,-70,-56,-68,-30,28
IN,India,Kerala,,43920,-77,-62,-45,-68,-63,35
IN,India,Kerala,,43921,-76,-63,-43,-66,-63,32
IN,India,Kerala,,43922,-76,-62,-41,-66,-64,32
IN,India,Kerala,,43923,-76,-61,-42,-66,-63,33
IN,India,Kerala,,43924,-76,-61,-47,-67,-62,34
IN,India,Kerala,,43925,-78,-61,-51,-68,-54,33
IN,India,Kerala,,43926,-77,-67,-56,-67,-25,27
IN,India,Kerala,,43927,-76,-57,-36,-65,-61,34
IN,India,Kerala,,43928,-80,-48,-20,-54,-63,31
IN,India,Kerala,,43929,-80,-45,-21,-55,-63,32
IN,India,Kerala,,43930,-80,-46,-23,-55,-64,34
IN,India,Kerala,,43931,-83,-58,-31,-61,-67,38
IN,India,Kerala,,43932,-81,-42,-33,-56,-56,34
IN,India,Kerala,,43933,-79,-46,-39,-54,-20,27
IN,India,Kerala,,43934,-77,-34,-21,-53,-59,34
IN,India,Kerala,,43935,-81,-58,-21,-57,-68,34
IN,India,Kerala,,43936,-79,-41,-13,-52,-60,31
IN,India,Kerala,,43937,-86,-32,-7,-49,-59,32
IN,India,Kerala,,43938,-87,-34,-16,-52,-58,33
IN,India,Kerala,,43939,-88,-39,-25,-55,-50,32
IN,India,Kerala,,43940,-86,-34,-31,-49,-16,25
IN,India,Kerala,,43941,-85,-33,-9,-50,-53,31
IN,India,Kerala,,43942,-85,-33,-8,-48,-55,29
IN,India,Kerala,,43943,-85,-31,-7,-48,-55,29
IN,India,Kerala,,43944,-86,-31,-9,-49,-55,30
IN,India,Kerala,,43945,-86,-31,-19,-52,-54,32
IN,India,Kerala,,43946,-87,-34,-25,-53,-48,32
IN,India,Kerala,,43947,-85,-32,-32,-50,-14,25
IN,India,Kerala,,43948,-84,-27,-11,-49,-49,30
IN,India,Kerala,,43949,-84,-31,-10,-48,-52,27
IN,India,Kerala,,43950,-84,-25,-6,-45,-51,28
IN,India,Kerala,,43951,-83,-27,-8,-46,-50,29
IN,India,Kerala,,43952,-85,-34,-19,-53,-58,33
IN,India,Kerala,,43953,-84,-27,-24,-50,-41,29
IN,India,Kerala,,43954,-86,-39,-31,-52,-14,25
IN,India,Kerala,,43955,-79,-15,-9,-44,-41,26
IN,India,Kerala,,43956,-79,-16,-6,-41,-43,24
IN,India,Kerala,,43957,-77,-8,-2,-37,-41,23
IN,India,Kerala,,43958,-76,-9,-2,-36,-41,23
IN,India,Kerala,,43959,-76,-8,-10,-38,-38,23
IN,India,Kerala,,43960,-76,-2,-16,-37,-33,23
IN,India,Kerala,,43961,-90,-64,-32,-60,-22,28
IN,India,Kerala,,43962,-72,6,-1,-33,-34,21
IN,India,Kerala,,43963,-73,-2,1,-32,-37,21
IN,India,Kerala,,43964,-73,0,3,-31,-36,20
IN,India,Kerala,,43965,-73,-4,-1,-33,-35,20
IN,India,Kerala,,43966,-73,-1,-8,-35,-33,21
IN,India,Kerala,,43967,-72,8,-12,-32,-24,19
IN,India,Kerala,,43968,-90,-63,-33,-60,-19,27
IN,India,Kerala,,43969,-70,5,-2,-32,-30,20
IN,India,Kerala,,43970,-68,5,0,-29,-32,19
IN,India,Kerala,,43971,-65,11,4,-25,-31,18
IN,India,Kerala,,43972,-66,8,1,-26,-30,19
IN,India,Kerala,,43973,-66,14,-8,-28,-28,19
IN,India,Kerala,,43974,-66,18,-12,-27,-23,18
IN,India,Kerala,,43975,-82,-36,-18,-44,-12,19
IN,India,Kerala,,43976,-64,11,5,-26,-30,18
IN,India,Lakshadweep,,43876,,,1,,9,
IN,India,Lakshadweep,,43877,,,10,,-4,
IN,India,Lakshadweep,,43878,,,5,,7,
IN,India,Lakshadweep,,43879,,,3,,4,
IN,India,Lakshadweep,,43880,,,-4,,1,
IN,India,Lakshadweep,,43881,,,4,,1,
IN,India,Lakshadweep,,43882,,,5,,-6,
IN,India,Lakshadweep,,43883,,,0,,5,
IN,India,Lakshadweep,,43884,,,9,,14,
IN,India,Lakshadweep,,43885,,,6,,4,
IN,India,Lakshadweep,,43886,,,6,,6,
IN,India,Lakshadweep,,43887,,,2,,3,
IN,India,Lakshadweep,,43888,,,13,,10,
IN,India,Lakshadweep,,43889,,,19,,8,
IN,India,Lakshadweep,,43890,,,8,,2,
IN,India,Lakshadweep,,43891,,,2,,4,
IN,India,Lakshadweep,,43892,,,-5,,1,
IN,India,Lakshadweep,,43893,,,10,,1,
IN,India,Lakshadweep,,43894,,,7,,-3,
IN,India,Lakshadweep,,43895,,,13,,10,
IN,India,Lakshadweep,,43896,,,1,,11,
IN,India,Lakshadweep,,43897,,,4,,10,
IN,India,Lakshadweep,,43898,,,9,,12,
IN,India,Lakshadweep,,43899,,,7,,8,
IN,India,Lakshadweep,,43900,,,8,,-17,
IN,India,Lakshadweep,,43901,,,4,,1,
IN,India,Lakshadweep,,43902,,,8,,0,
IN,India,Lakshadweep,,43903,,,11,,5,
IN,India,Lakshadweep,,43904,,,1,,3,
IN,India,Lakshadweep,,43905,,,12,,2,
IN,India,Lakshadweep,,43906,,,10,,7,
IN,India,Lakshadweep,,43907,,,13,,1,
IN,India,Lakshadweep,,43908,,,11,,0,
IN,India,Lakshadweep,,43909,,,16,,-6,
IN,India,Lakshadweep,,43910,,,21,,6,
IN,India,Lakshadweep,,43911,,,18,,-9,
IN,India,Lakshadweep,,43912,,,1,,-31,
IN,India,Lakshadweep,,43913,,,15,,-32,
IN,India,Lakshadweep,,43914,,,12,,-11,
IN,India,Lakshadweep,,43915,,,-6,,-28,
IN,India,Lakshadweep,,43916,,,-16,,-31,
IN,India,Lakshadweep,,43917,,,-19,,-32,
IN,India,Lakshadweep,,43918,,,-22,,-33,
IN,India,Lakshadweep,,43919,,,-22,,-37,
IN,India,Lakshadweep,,43920,,,-23,,-32,
IN,India,Lakshadweep,,43921,,,-23,,-31,
IN,India,Lakshadweep,,43922,,,-24,,-39,
IN,India,Lakshadweep,,43923,,,-12,,-31,
IN,India,Lakshadweep,,43924,,,-23,,-23,
IN,India,Lakshadweep,,43925,,,-24,,-29,
IN,India,Lakshadweep,,43926,,,-25,,-27,
IN,India,Lakshadweep,,43927,,,-20,,-28,
IN,India,Lakshadweep,,43928,,,-4,,-28,
IN,India,Lakshadweep,,43929,,,-7,,-29,
IN,India,Lakshadweep,,43930,,,-8,,-30,
IN,India,Lakshadweep,,43931,,,-1,,-29,
IN,India,Lakshadweep,,43932,,,-3,,-24,
IN,India,Lakshadweep,,43933,,,-6,,-25,
IN,India,Lakshadweep,,43934,,,-3,,-21,
IN,India,Lakshadweep,,43935,,,-2,,-39,
IN,India,Lakshadweep,,43936,,,6,,-18,
IN,India,Lakshadweep,,43937,,,20,,-19,
IN,India,Lakshadweep,,43938,,,15,,-16,
IN,India,Lakshadweep,,43939,,,9,,-14,
IN,India,Lakshadweep,,43940,,,13,,-17,
IN,India,Lakshadweep,,43941,,,18,,-13,
IN,India,Lakshadweep,,43942,,,24,,-7,
IN,India,Lakshadweep,,43943,,,20,,-11,
IN,India,Lakshadweep,,43944,,,33,,-7,
IN,India,Lakshadweep,,43945,,,24,,-3,
IN,India,Lakshadweep,,43946,,,11,,-25,
IN,India,Lakshadweep,,43947,,,18,,-20,
IN,India,Lakshadweep,,43948,,,20,,-14,
IN,India,Lakshadweep,,43949,,,21,,-12,
IN,India,Lakshadweep,,43950,,,21,,-16,
IN,India,Lakshadweep,,43951,,,14,,-13,
IN,India,Lakshadweep,,43952,,,17,,-3,
IN,India,Lakshadweep,,43953,,,24,,-12,
IN,India,Lakshadweep,,43954,,,19,,-11,
IN,India,Lakshadweep,,43955,,,25,,-12,
IN,India,Lakshadweep,,43956,,,21,,-13,
IN,India,Lakshadweep,,43957,,,27,,-11,
IN,India,Lakshadweep,,43958,,,33,,-29,
IN,India,Lakshadweep,,43959,,,34,,-4,
IN,India,Lakshadweep,,43960,,,30,,-9,
IN,India,Lakshadweep,,43961,,,30,,-9,
IN,India,Lakshadweep,,43962,,,33,,-6,
IN,India,Lakshadweep,,43963,,,30,,-11,
IN,India,Lakshadweep,,43964,,,29,,-15,
IN,India,Lakshadweep,,43965,,,36,,-8,
IN,India,Lakshadweep,,43966,,,35,,3,
IN,India,Lakshadweep,,43967,,,29,,-9,
IN,India,Lakshadweep,,43968,,,30,,-7,
IN,India,Lakshadweep,,43969,,,32,,-3,
IN,India,Lakshadweep,,43970,,,38,,-6,
IN,India,Lakshadweep,,43971,,,36,,-11,
IN,India,Lakshadweep,,43972,,,44,,-26,
IN,India,Lakshadweep,,43973,,,44,,1,
IN,India,Lakshadweep,,43974,,,29,,-15,
IN,India,Lakshadweep,,43975,,,40,,-6,
IN,India,Lakshadweep,,43976,,,54,,-33,
IN,India,Madhya Pradesh,,43876,2,3,3,4,0,0
IN,India,Madhya Pradesh,,43877,4,0,4,6,-1,0
IN,India,Madhya Pradesh,,43878,0,1,1,4,3,-1
IN,India,Madhya Pradesh,,43879,2,2,3,4,3,0
IN,India,Madhya Pradesh,,43880,1,4,1,6,5,0
IN,India,Madhya Pradesh,,43881,3,4,6,9,3,-1
IN,India,Madhya Pradesh,,43882,-2,-3,8,1,-23,5
IN,India,Madhya Pradesh,,43883,-3,-2,2,-1,1,1
IN,India,Madhya Pradesh,,43884,-1,-3,-1,2,3,1
IN,India,Madhya Pradesh,,43885,0,0,2,3,3,0
IN,India,Madhya Pradesh,,43886,2,1,6,5,0,-1
IN,India,Madhya Pradesh,,43887,3,0,7,6,1,-2
IN,India,Madhya Pradesh,,43888,0,-1,5,4,2,-1
IN,India,Madhya Pradesh,,43889,1,-1,3,2,5,0
IN,India,Madhya Pradesh,,43890,-2,0,0,1,8,0
IN,India,Madhya Pradesh,,43891,0,-1,0,1,4,1
IN,India,Madhya Pradesh,,43892,0,1,2,2,4,0
IN,India,Madhya Pradesh,,43893,0,2,2,2,3,0
IN,India,Madhya Pradesh,,43894,-1,4,-1,3,6,0
IN,India,Madhya Pradesh,,43895,0,3,3,3,5,1
IN,India,Madhya Pradesh,,43896,3,4,2,5,6,0
IN,India,Madhya Pradesh,,43897,1,5,2,8,6,-1
IN,India,Madhya Pradesh,,43898,1,3,-1,4,7,0
IN,India,Madhya Pradesh,,43899,1,9,4,2,-8,1
IN,India,Madhya Pradesh,,43900,-37,-44,-14,-33,-62,14
IN,India,Madhya Pradesh,,43901,-11,-10,-5,-6,-20,2
IN,India,Madhya Pradesh,,43902,-4,-2,1,2,-6,0
IN,India,Madhya Pradesh,,43903,-1,1,1,3,-2,0
IN,India,Madhya Pradesh,,43904,-25,-25,-10,-18,-34,8
IN,India,Madhya Pradesh,,43905,-8,-3,-6,-3,3,2
IN,India,Madhya Pradesh,,43906,-4,0,-2,-1,-2,2
IN,India,Madhya Pradesh,,43907,-7,0,-3,-5,-4,2
IN,India,Madhya Pradesh,,43908,-8,0,-4,-5,-3,2
IN,India,Madhya Pradesh,,43909,-11,0,-3,-7,-5,3
IN,India,Madhya Pradesh,,43910,-12,2,-6,-8,-5,4
IN,India,Madhya Pradesh,,43911,-25,-3,-15,-17,-14,6
IN,India,Madhya Pradesh,,43912,-73,-74,-52,-66,-44,20
IN,India,Madhya Pradesh,,43913,-58,-48,-36,-59,-47,18
IN,India,Madhya Pradesh,,43914,-67,-60,-45,-67,-60,23
IN,India,Madhya Pradesh,,43915,-74,-69,-52,-72,-64,26
IN,India,Madhya Pradesh,,43916,-73,-66,-49,-71,-63,25
IN,India,Madhya Pradesh,,43917,-73,-69,-51,-73,-63,27
IN,India,Madhya Pradesh,,43918,-74,-68,-51,-73,-61,26
IN,India,Madhya Pradesh,,43919,-73,-68,-53,-72,-42,20
IN,India,Madhya Pradesh,,43920,-74,-69,-51,-74,-62,26
IN,India,Madhya Pradesh,,43921,-74,-69,-51,-74,-62,26
IN,India,Madhya Pradesh,,43922,-76,-72,-53,-74,-64,26
IN,India,Madhya Pradesh,,43923,-75,-72,-51,-75,-65,27
IN,India,Madhya Pradesh,,43924,-74,-70,-50,-73,-61,26
IN,India,Madhya Pradesh,,43925,-75,-70,-52,-74,-58,26
IN,India,Madhya Pradesh,,43926,-73,-69,-53,-73,-39,19
IN,India,Madhya Pradesh,,43927,-76,-71,-53,-74,-64,27
IN,India,Madhya Pradesh,,43928,-77,-61,-54,-69,-62,26
IN,India,Madhya Pradesh,,43929,-78,-62,-56,-70,-63,27
IN,India,Madhya Pradesh,,43930,-78,-63,-55,-71,-64,28
IN,India,Madhya Pradesh,,43931,-78,-63,-56,-72,-65,29
IN,India,Madhya Pradesh,,43932,-78,-62,-57,-72,-62,29
IN,India,Madhya Pradesh,,43933,-78,-63,-59,-71,-42,22
IN,India,Madhya Pradesh,,43934,-77,-60,-56,-71,-61,29
IN,India,Madhya Pradesh,,43935,-76,-59,-54,-70,-63,27
IN,India,Madhya Pradesh,,43936,-76,-54,-54,-66,-58,26
IN,India,Madhya Pradesh,,43937,-84,-46,-70,-65,-60,27
IN,India,Madhya Pradesh,,43938,-84,-46,-70,-66,-59,28
IN,India,Madhya Pradesh,,43939,-86,-52,-73,-68,-57,27
IN,India,Madhya Pradesh,,43940,-85,-55,-75,-68,-40,21
IN,India,Madhya Pradesh,,43941,-85,-50,-72,-67,-58,27
IN,India,Madhya Pradesh,,43942,-84,-47,-72,-66,-58,26
IN,India,Madhya Pradesh,,43943,-84,-48,-72,-66,-57,26
IN,India,Madhya Pradesh,,43944,-84,-48,-71,-66,-58,27
IN,India,Madhya Pradesh,,43945,-84,-48,-72,-66,-57,27
IN,India,Madhya Pradesh,,43946,-85,-48,-73,-67,-56,28
IN,India,Madhya Pradesh,,43947,-85,-52,-75,-68,-38,22
IN,India,Madhya Pradesh,,43948,-85,-49,-72,-67,-57,28
IN,India,Madhya Pradesh,,43949,-84,-46,-71,-66,-57,26
IN,India,Madhya Pradesh,,43950,-83,-45,-71,-64,-55,26
IN,India,Madhya Pradesh,,43951,-83,-46,-69,-64,-55,27
IN,India,Madhya Pradesh,,43952,-83,-47,-70,-65,-55,27
IN,India,Madhya Pradesh,,43953,-84,-46,-71,-65,-52,26
IN,India,Madhya Pradesh,,43954,-83,-49,-73,-65,-35,20
IN,India,Madhya Pradesh,,43955,-82,-41,-70,-62,-51,25
IN,India,Madhya Pradesh,,43956,-81,-38,-69,-61,-51,24
IN,India,Madhya Pradesh,,43957,-80,-35,-69,-57,-49,23
IN,India,Madhya Pradesh,,43958,-80,-36,-67,-57,-53,24
IN,India,Madhya Pradesh,,43959,-79,-34,-68,-56,-48,24
IN,India,Madhya Pradesh,,43960,-80,-37,-69,-57,-49,24
IN,India,Madhya Pradesh,,43961,-80,-41,-72,-58,-29,18
IN,India,Madhya Pradesh,,43962,-78,-33,-67,-54,-47,23
IN,India,Madhya Pradesh,,43963,-77,-31,-67,-53,-47,23
IN,India,Madhya Pradesh,,43964,-77,-30,-67,-51,-45,22
IN,India,Madhya Pradesh,,43965,-76,-29,-65,-50,-45,21
IN,India,Madhya Pradesh,,43966,-76,-28,-65,-49,-44,21
IN,India,Madhya Pradesh,,43967,-77,-29,-67,-51,-42,22
IN,India,Madhya Pradesh,,43968,-78,-36,-70,-54,-25,17
IN,India,Madhya Pradesh,,43969,-76,-27,-66,-51,-42,21
IN,India,Madhya Pradesh,,43970,-76,-26,-65,-50,-43,21
IN,India,Madhya Pradesh,,43971,-75,-23,-65,-48,-41,21
IN,India,Madhya Pradesh,,43972,-74,-22,-64,-46,-40,21
IN,India,Madhya Pradesh,,43973,-74,-22,-64,-46,-39,20
IN,India,Madhya Pradesh,,43974,-75,-23,-66,-50,-38,20
IN,India,Madhya Pradesh,,43975,-75,-28,-69,-52,-20,16
IN,India,Madhya Pradesh,,43976,-76,-27,-65,-53,-48,23
IN,India,Maharashtra,,43876,-3,-1,2,3,2,0
IN,India,Maharashtra,,43877,0,-1,1,2,0,0
IN,India,Maharashtra,,43878,-2,0,0,0,1,1
IN,India,Maharashtra,,43879,0,1,1,2,1,0
IN,India,Maharashtra,,43880,-1,-1,7,-3,-12,3
IN,India,Maharashtra,,43881,0,2,2,2,0,0
IN,India,Maharashtra,,43882,-7,-1,9,-9,-22,6
IN,India,Maharashtra,,43883,-7,-5,2,-4,-5,2
IN,India,Maharashtra,,43884,-4,-4,0,-1,3,1
IN,India,Maharashtra,,43885,-3,-3,0,0,2,1
IN,India,Maharashtra,,43886,-3,-2,-2,-1,2,1
IN,India,Maharashtra,,43887,-1,-3,0,2,3,0
IN,India,Maharashtra,,43888,-2,-3,-2,-1,1,1
IN,India,Maharashtra,,43889,-3,-1,-1,-1,4,1
IN,India,Maharashtra,,43890,-5,0,-2,0,6,1
IN,India,Maharashtra,,43891,-2,2,-2,-1,5,1
IN,India,Maharashtra,,43892,-2,1,-1,0,4,1
IN,India,Maharashtra,,43893,-1,1,-2,-1,3,1
IN,India,Maharashtra,,43894,0,3,0,2,6,0
IN,India,Maharashtra,,43895,-1,3,0,0,4,1
IN,India,Maharashtra,,43896,0,4,0,1,5,1
IN,India,Maharashtra,,43897,-2,5,-2,3,4,1
IN,India,Maharashtra,,43898,1,4,-2,-2,6,1
IN,India,Maharashtra,,43899,-1,6,0,-4,-4,2
IN,India,Maharashtra,,43900,-17,-21,-4,-32,-60,18
IN,India,Maharashtra,,43901,-5,0,-3,0,0,0
IN,India,Maharashtra,,43902,-6,1,-4,-3,-1,1
IN,India,Maharashtra,,43903,-9,1,-6,-7,-2,3
IN,India,Maharashtra,,43904,-14,3,-10,-9,-5,5
IN,India,Maharashtra,,43905,-17,-1,-13,-11,1,4
IN,India,Maharashtra,,43906,-12,1,-10,-10,-8,5
IN,India,Maharashtra,,43907,-18,0,-15,-15,-14,7
IN,India,Maharashtra,,43908,-22,-5,-17,-19,-18,8
IN,India,Maharashtra,,43909,-28,-8,-23,-26,-24,10
IN,India,Maharashtra,,43910,-41,-12,-29,-33,-31,14
IN,India,Maharashtra,,43911,-60,-26,-42,-45,-43,17
IN,India,Maharashtra,,43912,-86,-84,-70,-78,-62,26
IN,India,Maharashtra,,43913,-69,-39,-51,-69,-69,29
IN,India,Maharashtra,,43914,-76,-50,-58,-76,-77,34
IN,India,Maharashtra,,43915,-82,-67,-63,-81,-81,37
IN,India,Maharashtra,,43916,-80,-63,-61,-79,-78,36
IN,India,Maharashtra,,43917,-80,-62,-61,-79,-77,36
