country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,,,43876,1,2,3,3,5,0
IN,India,,,43877,2,2,3,2,0,0
IN,India,,,43878,-1,1,3,1,4,0
IN,India,,,43879,0,2,4,2,3,0
IN,India,,,43880,0,2,1,1,4,1
IN,India,,,43881,1,3,5,5,4,-1
IN,India,,,43882,-4,0,6,-4,-19,5
IN,India,,,43883,-2,-2,4,-2,-2,1
IN,India,,,43884,-2,-1,1,0,2,1
IN,India,,,43885,-1,0,2,1,4,0
IN,India,,,43886,-1,-2,3,1,1,0
IN,India,,,43887,0,0,1,3,3,-1
IN,India,,,43888,-1,-1,3,1,4,0
IN,India,,,43889,0,1,3,1,5,0
IN,India,,,43890,-2,-1,-1,0,8,0
IN,India,,,43891,1,4,1,0,3,1
IN,India,,,43892,0,2,3,0,5,0
IN,India,,,43893,-1,2,3,0,4,0
IN,India,,,43894,0,5,1,3,7,0
IN,India,,,43895,-1,3,3,2,5,0
IN,India,,,43896,-1,2,0,3,5,1
IN,India,,,43897,0,6,2,5,7,0
IN,India,,,43898,2,9,2,3,6,0
IN,India,,,43899,-1,6,4,-6,-12,3
IN,India,,,43900,-19,-23,-4,-22,-44,11
IN,India,,,43901,-5,-1,-2,-1,-5,1
IN,India,,,43902,-3,1,2,0,0,0
IN,India,,,43903,-5,1,0,-2,0,1
IN,India,,,43904,-11,-3,-6,-8,-6,4
IN,India,,,43905,-11,-1,-6,-7,2,3
IN,India,,,43906,-8,2,-1,-6,-4,3
IN,India,,,43907,-11,0,-2,-9,-8,3
IN,India,,,43908,-12,1,-6,-10,-8,4
IN,India,,,43909,-16,1,-7,-14,-11,5
IN,India,,,43910,-22,1,-13,-18,-15,7
IN,India,,,43911,-34,-4,-23,-25,-18,8
IN,India,,,43912,-78,-76,-58,-70,-49,21
IN,India,,,43913,-54,-27,-35,-52,-50,20
IN,India,,,43914,-68,-48,-44,-64,-65,25
IN,India,,,43915,-77,-64,-53,-73,-72,30
IN,India,,,43916,-76,-64,-51,-73,-70,30
IN,India,,,43917,-77,-64,-52,-73,-70,31
IN,India,,,43918,-78,-65,-54,-73,-66,29
IN,India,,,43919,-77,-65,-57,-71,-47,22
IN,India,,,43920,-76,-63,-51,-74,-68,30
IN,India,,,43921,-75,-63,-50,-73,-68,29
IN,India,,,43922,-76,-64,-52,-73,-68,29
IN,India,,,43923,-76,-65,-51,-74,-69,30
IN,India,,,43924,-76,-62,-51,-73,-67,30
IN,India,,,43925,-77,-64,-53,-73,-61,28
IN,India,,,43926,-77,-65,-56,-71,-43,21
IN,India,,,43927,-76,-63,-50,-73,-68,30
IN,India,,,43928,-78,-53,-46,-67,-67,28
IN,India,,,43929,-78,-52,-48,-68,-67,29
IN,India,,,43930,-78,-54,-48,-68,-68,30
IN,India,,,43931,-79,-53,-48,-69,-69,32
IN,India,,,43932,-80,-55,-52,-69,-64,30
IN,India,,,43933,-79,-56,-54,-67,-44,22
IN,India,,,43934,-78,-53,-48,-69,-66,31
IN,India,,,43935,-78,-55,-47,-69,-69,30
IN,India,,,43936,-78,-51,-48,-66,-64,29
IN,India,,,43937,-85,-44,-60,-65,-65,30
IN,India,,,43938,-85,-43,-60,-65,-65,31
IN,India,,,43939,-87,-50,-66,-67,-60,28
IN,India,,,43940,-86,-50,-68,-65,-42,22
IN,India,,,43941,-86,-47,-62,-67,-63,30
IN,India,,,43942,-85,-47,-62,-66,-64,29
IN,India,,,43943,-86,-46,-63,-66,-63,29
IN,India,,,43944,-86,-47,-62,-66,-64,30
IN,India,,,43945,-85,-44,-63,-66,-63,30
IN,India,,,43946,-86,-46,-65,-66,-59,29
IN,India,,,43947,-86,-51,-68,-66,-41,22
IN,India,,,43948,-85,-47,-62,-67,-62,31
IN,India,,,43949,-85,-46,-61,-66,-63,28
IN,India,,,43950,-85,-44,-62,-64,-61,29
IN,India,,,43951,-84,-43,-60,-64,-61,29
IN,India,,,43952,-85,-43,-62,-65,-64,30
IN,India,,,43953,-85,-44,-64,-64,-54,27
IN,India,,,43954,-85,-46,-67,-63,-37,21
IN,India,,,43955,-81,-35,-60,-61,-56,27
IN,India,,,43956,-81,-35,-60,-59,-56,26
IN,India,,,43957,-79,-30,-60,-56,-54,25
IN,India,,,43958,-79,-31,-59,-57,-56,26
IN,India,,,43959,-79,-28,-59,-56,-52,26
IN,India,,,43960,-80,-32,-62,-57,-49,25
IN,India,,,43961,-82,-39,-65,-58,-32,19
IN,India,,,43962,-78,-28,-58,-56,-50,25
IN,India,,,43963,-78,-28,-57,-55,-52,24
IN,India,,,43964,-77,-26,-58,-53,-49,23
IN,India,,,43965,-77,-27,-57,-54,-49,23
IN,India,,,43966,-76,-22,-56,-52,-48,23
IN,India,,,43967,-77,-25,-59,-52,-41,22
IN,India,,,43968,-79,-32,-63,-54,-27,17
IN,India,,,43969,-74,-21,-56,-52,-45,22
IN,India,,,43970,-73,-20,-56,-50,-46,21
IN,India,,,43971,-72,-21,-57,-49,-44,21
IN,India,,,43972,-72,-20,-56,-49,-44,21
IN,India,,,43973,-72,-17,-56,-48,-42,21
IN,India,,,43974,-72,-18,-59,-48,-37,19
IN,India,,,43975,-76,-28,-61,-50,-24,15
IN,India,,,43976,-71,-19,-55,-51,-51,22
IN,India,Andaman and Nicobar Islands,,43876,1,-9,5,-2,6,2
IN,India,Andaman and Nicobar Islands,,43877,0,-6,1,2,4,
IN,India,Andaman and Nicobar Islands,,43878,-1,2,5,1,6,1
IN,India,Andaman and Nicobar Islands,,43879,-2,12,-4,-1,4,3
IN,India,Andaman and Nicobar Islands,,43880,-5,9,-6,2,4,1
IN,India,Andaman and Nicobar Islands,,43881,-2,-4,3,-1,1,1
IN,India,Andaman and Nicobar Islands,,43882,-1,-9,1,1,-9,4
IN,India,Andaman and Nicobar Islands,,43883,-4,-16,2,-3,0,1
IN,India,Andaman and Nicobar Islands,,43884,-6,-6,-6,1,3,
IN,India,Andaman and Nicobar Islands,,43885,-3,-19,-2,8,4,0
IN,India,Andaman and Nicobar Islands,,43886,-2,-2,-5,3,3,2
IN,India,Andaman and Nicobar Islands,,43887,-6,-14,-5,1,3,0
IN,India,Andaman and Nicobar Islands,,43888,-4,-14,-7,0,1,1
IN,India,Andaman and Nicobar Islands,,43889,-2,-21,-13,0,5,1
IN,India,Andaman and Nicobar Islands,,43890,-1,-19,-5,-5,5,1
IN,India,Andaman and Nicobar Islands,,43891,-8,-15,-14,-9,-3,
IN,India,Andaman and Nicobar Islands,,43892,-2,-17,-2,-3,6,0
IN,India,Andaman and Nicobar Islands,,43893,-12,-18,-6,-6,4,2
IN,India,Andaman and Nicobar Islands,,43894,-7,-14,-2,-1,4,2
IN,India,Andaman and Nicobar Islands,,43895,-6,-20,0,0,3,1
IN,India,Andaman and Nicobar Islands,,43896,-7,-25,-4,0,3,2
IN,India,Andaman and Nicobar Islands,,43897,-13,-26,-3,-6,6,1
IN,India,Andaman and Nicobar Islands,,43898,-17,-15,-8,-9,-4,
IN,India,Andaman and Nicobar Islands,,43899,-8,-17,0,-3,-6,2
IN,India,Andaman and Nicobar Islands,,43900,-36,-38,-12,-19,-56,13
IN,India,Andaman and Nicobar Islands,,43901,-14,-16,-8,-1,0,0
IN,India,Andaman and Nicobar Islands,,43902,-9,-12,-7,-2,1,2
IN,India,Andaman and Nicobar Islands,,43903,-10,-19,-10,-3,4,2
IN,India,Andaman and Nicobar Islands,,43904,-16,-19,-4,-7,-7,6
IN,India,Andaman and Nicobar Islands,,43905,-27,-32,-15,-9,-3,
IN,India,Andaman and Nicobar Islands,,43906,-18,-11,-10,-7,-1,2
IN,India,Andaman and Nicobar Islands,,43907,-24,-20,-25,-13,-4,4
IN,India,Andaman and Nicobar Islands,,43908,-21,-20,-31,-14,-9,1
IN,India,Andaman and Nicobar Islands,,43909,-16,-4,-21,-14,-7,1
IN,India,Andaman and Nicobar Islands,,43910,-50,-43,-50,-31,-29,12
IN,India,Andaman and Nicobar Islands,,43911,-57,-45,-49,-40,-34,16
IN,India,Andaman and Nicobar Islands,,43912,-80,-85,-68,-61,-41,
IN,India,Andaman and Nicobar Islands,,43913,-61,-43,-60,-45,-44,21
IN,India,Andaman and Nicobar Islands,,43914,-67,-48,-62,-46,-52,23
IN,India,Andaman and Nicobar Islands,,43915,-80,-76,-68,-64,-63,
IN,India,Andaman and Nicobar Islands,,43916,-80,-80,-65,-63,-66,
IN,India,Andaman and Nicobar Islands,,43917,-78,-79,-70,-66,-63,
IN,India,Andaman and Nicobar Islands,,43918,-75,-74,-67,-66,-57,
IN,India,Andaman and Nicobar Islands,,43919,-68,-63,-57,-59,-28,
IN,India,Andaman and Nicobar Islands,,43920,-69,-60,-62,-61,-56,29
IN,India,Andaman and Nicobar Islands,,43921,-72,-64,-64,-60,-56,29
IN,India,Andaman and Nicobar Islands,,43922,-75,-65,-67,-63,-58,
IN,India,Andaman and Nicobar Islands,,43923,-74,-67,-67,-64,-57,
IN,India,Andaman and Nicobar Islands,,43924,-76,-70,-65,-64,-57,
IN,India,Andaman and Nicobar Islands,,43925,-76,-72,-67,-65,-49,
IN,India,Andaman and Nicobar Islands,,43926,-76,-79,-65,-64,-24,
IN,India,Andaman and Nicobar Islands,,43927,-75,,-67,-67,-56,31
IN,India,Andaman and Nicobar Islands,,43928,-81,,-71,-77,-56,31
IN,India,Andaman and Nicobar Islands,,43929,-83,,-72,-78,-54,29
IN,India,Andaman and Nicobar Islands,,43930,-82,,-71,-77,-55,29
IN,India,Andaman and Nicobar Islands,,43931,-83,,-70,-78,-62,
IN,India,Andaman and Nicobar Islands,,43932,-84,,-70,-79,-48,
IN,India,Andaman and Nicobar Islands,,43933,-83,,-69,-78,-24,
IN,India,Andaman and Nicobar Islands,,43934,-80,,-70,-77,-50,28
IN,India,Andaman and Nicobar Islands,,43935,-83,,-72,-77,-62,
IN,India,Andaman and Nicobar Islands,,43936,-82,,-69,-75,-51,27
IN,India,Andaman and Nicobar Islands,,43937,-87,,-69,-79,-52,29
IN,India,Andaman and Nicobar Islands,,43938,-86,,-70,-80,-49,31
IN,India,Andaman and Nicobar Islands,,43939,-88,,-72,-82,-46,
IN,India,Andaman and Nicobar Islands,,43940,-87,,-71,-83,-25,
IN,India,Andaman and Nicobar Islands,,43941,-86,,-72,-80,-49,29
IN,India,Andaman and Nicobar Islands,,43942,-88,,-71,-82,-52,30
IN,India,Andaman and Nicobar Islands,,43943,-88,,-73,-81,-51,29
IN,India,Andaman and Nicobar Islands,,43944,-88,,-71,-82,-52,30
IN,India,Andaman and Nicobar Islands,,43945,-88,,-73,-82,-50,30
IN,India,Andaman and Nicobar Islands,,43946,-92,,-74,-86,-55,
IN,India,Andaman and Nicobar Islands,,43947,-91,,-72,-85,-28,
IN,India,Andaman and Nicobar Islands,,43948,-87,,-75,-81,-49,30
IN,India,Andaman and Nicobar Islands,,43949,-88,,-71,-81,-50,29
IN,India,Andaman and Nicobar Islands,,43950,-91,,-72,-81,-54,32
IN,India,Andaman and Nicobar Islands,,43951,-86,,-70,-80,-48,30
IN,India,Andaman and Nicobar Islands,,43952,-88,,-74,-82,-51,31
IN,India,Andaman and Nicobar Islands,,43953,-92,,-73,-83,-49,
IN,India,Andaman and Nicobar Islands,,43954,-91,,-74,-84,-24,
IN,India,Andaman and Nicobar Islands,,43955,-85,,-71,-80,-41,27
IN,India,Andaman and Nicobar Islands,,43956,-85,,-70,-79,-43,27
IN,India,Andaman and Nicobar Islands,,43957,-89,,-68,-81,-46,30
IN,India,Andaman and Nicobar Islands,,43958,-84,,-69,-77,-52,29
IN,India,Andaman and Nicobar Islands,,43959,-83,,-69,-74,-35,25
IN,India,Andaman and Nicobar Islands,,43960,-87,,-71,-78,-38,27
IN,India,Andaman and Nicobar Islands,,43961,-90,,-73,-83,-25,
IN,India,Andaman and Nicobar Islands,,43962,-82,,-74,-77,-36,25
IN,India,Andaman and Nicobar Islands,,43963,-84,,-76,-77,-40,25
IN,India,Andaman and Nicobar Islands,,43964,-86,,-74,-74,-37,23
IN,India,Andaman and Nicobar Islands,,43965,-86,,-69,-70,-37,22
IN,India,Andaman and Nicobar Islands,,43966,-83,,-69,-68,-31,24
IN,India,Andaman and Nicobar Islands,,43967,-83,,-70,-68,-28,24
IN,India,Andaman and Nicobar Islands,,43968,-90,,-72,-80,-20,
IN,India,Andaman and Nicobar Islands,,43969,-79,,-70,-62,-26,22
IN,India,Andaman and Nicobar Islands,,43970,-80,,-70,-61,-28,20
IN,India,Andaman and Nicobar Islands,,43971,-81,,-78,-50,-35,12
IN,India,Andaman and Nicobar Islands,,43972,-82,,-74,-55,-46,5
IN,India,Andaman and Nicobar Islands,,43973,-81,,-76,-51,-35,14
IN,India,Andaman and Nicobar Islands,,43974,-77,,-69,-38,-26,10
IN,India,Andaman and Nicobar Islands,,43975,-85,,-70,-57,-18,
IN,India,Andaman and Nicobar Islands,,43976,-78,,-68,-45,-51,17
IN,India,Andhra Pradesh,,43876,-1,-1,5,5,4,0
IN,India,Andhra Pradesh,,43877,-1,1,4,4,-1,1
IN,India,Andhra Pradesh,,43878,-1,-1,4,3,6,0
IN,India,Andhra Pradesh,,43879,-1,1,4,2,5,0
IN,India,Andhra Pradesh,,43880,-2,0,4,0,4,0
IN,India,Andhra Pradesh,,43881,0,5,5,6,4,0
IN,India,Andhra Pradesh,,43882,-3,-6,18,0,-31,6
IN,India,Andhra Pradesh,,43883,-3,-5,12,0,-9,2
IN,India,Andhra Pradesh,,43884,-2,-3,2,1,0,2
IN,India,Andhra Pradesh,,43885,0,-1,4,4,6,0
IN,India,Andhra Pradesh,,43886,1,0,5,2,5,0
IN,India,Andhra Pradesh,,43887,0,-2,6,2,2,-1
IN,India,Andhra Pradesh,,43888,1,0,4,2,4,0
IN,India,Andhra Pradesh,,43889,0,-2,4,1,5,1
IN,India,Andhra Pradesh,,43890,-1,-1,4,1,9,1
IN,India,Andhra Pradesh,,43891,1,3,3,3,4,1
IN,India,Andhra Pradesh,,43892,0,1,4,1,9,1
IN,India,Andhra Pradesh,,43893,0,2,5,0,7,0
IN,India,Andhra Pradesh,,43894,0,5,6,0,6,0
IN,India,Andhra Pradesh,,43895,0,5,4,0,5,1
IN,India,Andhra Pradesh,,43896,0,4,5,0,7,2
IN,India,Andhra Pradesh,,43897,-1,3,6,3,7,1
IN,India,Andhra Pradesh,,43898,1,4,5,3,2,1
IN,India,Andhra Pradesh,,43899,1,3,9,1,4,1
IN,India,Andhra Pradesh,,43900,0,4,9,0,-1,1
IN,India,Andhra Pradesh,,43901,-2,1,5,-1,2,-1
IN,India,Andhra Pradesh,,43902,-1,1,4,-2,2,1
IN,India,Andhra Pradesh,,43903,-4,-1,3,-2,3,1
IN,India,Andhra Pradesh,,43904,-5,0,3,-3,-11,4
IN,India,Andhra Pradesh,,43905,-6,-1,-1,-2,0,2
IN,India,Andhra Pradesh,,43906,-4,1,2,-2,5,2
IN,India,Andhra Pradesh,,43907,-4,1,4,-4,2,2
IN,India,Andhra Pradesh,,43908,-4,2,5,-3,0,1
IN,India,Andhra Pradesh,,43909,-4,7,2,2,-8,2
IN,India,Andhra Pradesh,,43910,-11,13,-4,-6,-12,5
IN,India,Andhra Pradesh,,43911,-16,21,-9,-10,-14,6
IN,India,Andhra Pradesh,,43912,-76,-76,-55,-63,-45,23
IN,India,Andhra Pradesh,,43913,-51,-13,-26,-46,-36,17
IN,India,Andhra Pradesh,,43914,-68,-45,-39,-59,-54,23
IN,India,Andhra Pradesh,,43915,-76,-60,-47,-68,-67,29
IN,India,Andhra Pradesh,,43916,-74,-56,-46,-66,-60,28
IN,India,Andhra Pradesh,,43917,-74,-56,-46,-66,-59,29
IN,India,Andhra Pradesh,,43918,-75,-57,-49,-67,-58,30
IN,India,Andhra Pradesh,,43919,-71,-54,-49,-63,-37,21
IN,India,Andhra Pradesh,,43920,-73,-59,-45,-66,-56,28
IN,India,Andhra Pradesh,,43921,-72,-56,-43,-64,-55,25
IN,India,Andhra Pradesh,,43922,-74,-58,-44,-65,-57,26
IN,India,Andhra Pradesh,,43923,-75,-61,-47,-67,-60,29
IN,India,Andhra Pradesh,,43924,-74,-60,-45,-66,-56,28
IN,India,Andhra Pradesh,,43925,-74,-61,-46,-66,-52,27
IN,India,Andhra Pradesh,,43926,-71,-57,-48,-62,-32,20
IN,India,Andhra Pradesh,,43927,-74,-60,-43,-65,-54,28
IN,India,Andhra Pradesh,,43928,-77,-48,-42,-58,-56,26
IN,India,Andhra Pradesh,,43929,-77,-48,-43,-59,-55,26
IN,India,Andhra Pradesh,,43930,-78,-50,-44,-60,-56,28
IN,India,Andhra Pradesh,,43931,-78,-50,-44,-60,-60,30
IN,India,Andhra Pradesh,,43932,-79,-51,-47,-61,-57,30
IN,India,Andhra Pradesh,,43933,-78,-53,-50,-60,-36,22
IN,India,Andhra Pradesh,,43934,-77,-51,-44,-61,-53,28
IN,India,Andhra Pradesh,,43935,-78,-50,-43,-60,-58,27
IN,India,Andhra Pradesh,,43936,-77,-46,-42,-58,-52,26
IN,India,Andhra Pradesh,,43937,-84,-39,-58,-57,-54,27
IN,India,Andhra Pradesh,,43938,-85,-40,-58,-57,-53,28
IN,India,Andhra Pradesh,,43939,-86,-45,-63,-59,-51,28
IN,India,Andhra Pradesh,,43940,-85,-46,-64,-58,-33,21
IN,India,Andhra Pradesh,,43941,-86,-47,-60,-60,-51,28
IN,India,Andhra Pradesh,,43942,-85,-44,-59,-58,-52,26
IN,India,Andhra Pradesh,,43943,-86,-45,-60,-60,-53,27
IN,India,Andhra Pradesh,,43944,-85,-44,-61,-59,-53,28
IN,India,Andhra Pradesh,,43945,-85,-43,-61,-59,-52,29
IN,India,Andhra Pradesh,,43946,-86,-46,-64,-60,-52,29
IN,India,Andhra Pradesh,,43947,-85,-46,-65,-58,-32,22
IN,India,Andhra Pradesh,,43948,-86,-48,-62,-61,-51,29
IN,India,Andhra Pradesh,,43949,-85,-44,-60,-58,-51,25
IN,India,Andhra Pradesh,,43950,-85,-43,-60,-58,-51,26
IN,India,Andhra Pradesh,,43951,-85,-42,-60,-58,-50,28
IN,India,Andhra Pradesh,,43952,-85,-42,-61,-58,-54,29
IN,India,Andhra Pradesh,,43953,-85,-42,-63,-58,-47,27
IN,India,Andhra Pradesh,,43954,-84,-42,-65,-56,-28,21
IN,India,Andhra Pradesh,,43955,-81,-35,-59,-54,-44,25
IN,India,Andhra Pradesh,,43956,-80,-32,-58,-52,-45,24
IN,India,Andhra Pradesh,,43957,-79,-28,-58,-50,-43,24
IN,India,Andhra Pradesh,,43958,-79,-28,-58,-50,-43,24
IN,India,Andhra Pradesh,,43959,-79,-27,-58,-49,-42,25
IN,India,Andhra Pradesh,,43960,-80,-29,-61,-51,-44,26
IN,India,Andhra Pradesh,,43961,-79,-31,-62,-49,-21,18
IN,India,Andhra Pradesh,,43962,-79,-29,-58,-50,-39,24
IN,India,Andhra Pradesh,,43963,-78,-27,-57,-48,-40,23
IN,India,Andhra Pradesh,,43964,-78,-27,-57,-48,-39,22
IN,India,Andhra Pradesh,,43965,-77,-26,-58,-48,-39,22
IN,India,Andhra Pradesh,,43966,-77,-25,-58,-47,-38,24
IN,India,Andhra Pradesh,,43967,-78,-25,-59,-47,-35,23
IN,India,Andhra Pradesh,,43968,-78,-28,-61,-47,-17,17
IN,India,Andhra Pradesh,,43969,-76,-23,-57,-46,-34,22
IN,India,Andhra Pradesh,,43970,-75,-22,-56,-45,-35,21
IN,India,Andhra Pradesh,,43971,-74,-19,-53,-44,-34,21
IN,India,Andhra Pradesh,,43972,-73,-19,-54,-43,-33,22
IN,India,Andhra Pradesh,,43973,-73,-18,-55,-43,-31,22
IN,India,Andhra Pradesh,,43974,-72,-15,-56,-41,-31,21
IN,India,Andhra Pradesh,,43975,-71,-16,-56,-39,-11,15
IN,India,Andhra Pradesh,,43976,-71,-16,-53,-42,-42,22
IN,India,Arunachal Pradesh,,43876,1,-9,3,-4,9,1
IN,India,Arunachal Pradesh,,43877,3,-5,4,-9,8,1
IN,India,Arunachal Pradesh,,43878,-5,-13,6,-11,11,2
IN,India,Arunachal Pradesh,,43879,-6,-10,4,-5,8,3
IN,India,Arunachal Pradesh,,43880,-1,-8,5,1,11,0
IN,India,Arunachal Pradesh,,43881,-6,-12,26,-3,-17,3
IN,India,Arunachal Pradesh,,43882,2,-9,7,-8,6,0
IN,India,Arunachal Pradesh,,43883,-3,-11,5,-6,9,1
IN,India,Arunachal Pradesh,,43884,-2,-9,1,-6,8,1
IN,India,Arunachal Pradesh,,43885,-7,-16,1,-14,9,1
IN,India,Arunachal Pradesh,,43886,-8,-5,3,-2,8,0
IN,India,Arunachal Pradesh,,43887,-10,-15,2,-8,-6,1
IN,India,Arunachal Pradesh,,43888,-6,-14,-4,-4,7,-1
IN,India,Arunachal Pradesh,,43889,-31,-19,-5,-19,-12,6
IN,India,Arunachal Pradesh,,43890,0,-6,2,-4,13,0
IN,India,Arunachal Pradesh,,43891,-2,-7,2,-5,10,1
IN,India,Arunachal Pradesh,,43892,-7,-13,7,-11,14,1
IN,India,Arunachal Pradesh,,43893,-7,-7,7,-1,11,-1
IN,India,Arunachal Pradesh,,43894,-5,-10,1,-2,12,-1
IN,India,Arunachal Pradesh,,43895,-7,-7,-1,4,9,0
IN,India,Arunachal Pradesh,,43896,1,-6,6,-1,13,-1
IN,India,Arunachal Pradesh,,43897,0,-4,4,-3,12,0
IN,India,Arunachal Pradesh,,43898,-3,-10,2,-9,10,1
IN,India,Arunachal Pradesh,,43899,-4,-6,6,-9,10,0
IN,India,Arunachal Pradesh,,43900,-30,-32,9,-20,-23,5
IN,India,Arunachal Pradesh,,43901,-5,-9,2,-7,11,0
IN,India,Arunachal Pradesh,,43902,-8,-8,4,-3,8,1
IN,India,Arunachal Pradesh,,43903,-5,-12,7,-5,13,0
IN,India,Arunachal Pradesh,,43904,-7,-10,10,-9,7,0
IN,India,Arunachal Pradesh,,43905,-3,-9,10,-10,11,0
IN,India,Arunachal Pradesh,,43906,-11,-15,10,-8,10,0
IN,India,Arunachal Pradesh,,43907,-9,-3,13,8,6,-1
IN,India,Arunachal Pradesh,,43908,-9,-3,14,3,5,-2
IN,India,Arunachal Pradesh,,43909,-8,-1,14,5,1,-2
IN,India,Arunachal Pradesh,,43910,-7,-4,16,-3,4,-1
IN,India,Arunachal Pradesh,,43911,-11,-9,14,-9,6,0
IN,India,Arunachal Pradesh,,43912,-57,-64,-11,-41,-14,16
IN,India,Arunachal Pradesh,,43913,-15,0,15,-19,-2,1
IN,India,Arunachal Pradesh,,43914,-53,-50,4,-36,-23,9
IN,India,Arunachal Pradesh,,43915,-60,-57,-6,-42,-30,13
IN,India,Arunachal Pradesh,,43916,-61,-59,-12,-46,-33,16
IN,India,Arunachal Pradesh,,43917,-61,-60,-10,-48,-30,17
IN,India,Arunachal Pradesh,,43918,-62,-62,-12,-50,-21,17
IN,India,Arunachal Pradesh,,43919,-56,-62,-15,-43,-7,14
IN,India,Arunachal Pradesh,,43920,-62,-61,-10,-45,-28,17
IN,India,Arunachal Pradesh,,43921,-62,-62,-9,-43,-30,17
IN,India,Arunachal Pradesh,,43922,-62,-54,-12,-44,-30,16
IN,India,Arunachal Pradesh,,43923,-62,-58,-15,-46,-33,18
IN,India,Arunachal Pradesh,,43924,-61,-61,-11,-50,-28,17
IN,India,Arunachal Pradesh,,43925,-62,-65,-13,-49,-18,18
IN,India,Arunachal Pradesh,,43926,-58,-64,-16,-46,-5,16
IN,India,Arunachal Pradesh,,43927,-65,-65,-10,-52,-29,18
IN,India,Arunachal Pradesh,,43928,-71,-55,3,-57,-32,18
IN,India,Arunachal Pradesh,,43929,-71,-52,1,-61,-30,18
IN,India,Arunachal Pradesh,,43930,-71,-53,-3,-60,-32,18
IN,India,Arunachal Pradesh,,43931,-71,-52,9,-63,-31,17
IN,India,Arunachal Pradesh,,43932,-70,-51,2,-61,-18,19
IN,India,Arunachal Pradesh,,43933,-68,-52,-5,-58,-8,18
IN,India,Arunachal Pradesh,,43934,-70,-49,5,-58,-26,18
IN,India,Arunachal Pradesh,,43935,-70,-48,8,-58,-32,18
IN,India,Arunachal Pradesh,,43936,-68,-44,,-55,-23,14
IN,India,Arunachal Pradesh,,43937,-73,-41,,-56,-27,14
IN,India,Arunachal Pradesh,,43938,-72,-40,,-57,-23,16
IN,India,Arunachal Pradesh,,43939,-74,-45,-18,-62,-17,17
IN,India,Arunachal Pradesh,,43940,-73,-48,-24,-62,-10,16
IN,India,Arunachal Pradesh,,43941,-76,-43,-15,-60,-24,18
IN,India,Arunachal Pradesh,,43942,-75,-40,-15,-57,-26,16
IN,India,Arunachal Pradesh,,43943,-75,-42,-19,-61,-25,15
IN,India,Arunachal Pradesh,,43944,-74,-43,-19,-60,-27,17
IN,India,Arunachal Pradesh,,43945,-74,-43,-17,-63,-23,18
IN,India,Arunachal Pradesh,,43946,-73,-40,-18,-61,-15,16
IN,India,Arunachal Pradesh,,43947,-71,-43,-20,-60,-3,15
IN,India,Arunachal Pradesh,,43948,-73,-35,-14,-60,-22,16
IN,India,Arunachal Pradesh,,43949,-71,-32,-13,-55,-22,12
IN,India,Arunachal Pradesh,,43950,-71,-33,-13,-57,-21,13
IN,India,Arunachal Pradesh,,43951,-70,-31,-13,-55,-22,13
IN,India,Arunachal Pradesh,,43952,-70,-33,-14,-61,-20,14
IN,India,Arunachal Pradesh,,43953,-69,-32,-13,-57,-11,13
IN,India,Arunachal Pradesh,,43954,-67,-30,-18,-57,-5,13
IN,India,Arunachal Pradesh,,43955,-66,-18,-10,-52,-15,11
IN,India,Arunachal Pradesh,,43956,-65,-9,-9,-47,-16,9
IN,India,Arunachal Pradesh,,43957,-62,-6,-9,-46,-13,8
IN,India,Arunachal Pradesh,,43958,-63,-4,-11,-43,-26,10
IN,India,Arunachal Pradesh,,43959,-60,-9,-10,-46,-10,8
IN,India,Arunachal Pradesh,,43960,-62,-6,-10,-44,-7,8
IN,India,Arunachal Pradesh,,43961,-61,-21,-13,-48,-2,9
IN,India,Arunachal Pradesh,,43962,-60,-7,-6,-43,-10,8
IN,India,Arunachal Pradesh,,43963,-61,2,-8,-45,-13,8
IN,India,Arunachal Pradesh,,43964,-60,-10,-11,-41,-12,7
IN,India,Arunachal Pradesh,,43965,-60,1,-11,-41,-12,5
IN,India,Arunachal Pradesh,,43966,-58,-4,-8,-41,-7,6
IN,India,Arunachal Pradesh,,43967,-62,-8,-11,-44,-4,10
IN,India,Arunachal Pradesh,,43968,-61,-17,-15,-47,0,8
IN,India,Arunachal Pradesh,,43969,-59,-6,-10,-40,-6,8
IN,India,Arunachal Pradesh,,43970,-61,-1,-10,-38,-10,8
IN,India,Arunachal Pradesh,,43971,-58,-3,-11,-29,-9,7
IN,India,Arunachal Pradesh,,43972,-65,-13,-22,-41,-15,10
IN,India,Arunachal Pradesh,,43973,-61,-11,-17,-38,-9,9
IN,India,Arunachal Pradesh,,43974,-67,-20,-22,-43,-10,11
IN,India,Arunachal Pradesh,,43975,-66,-28,-26,-44,-2,10
IN,India,Arunachal Pradesh,,43976,-65,-18,-15,-41,-24,12
IN,India,Assam,,43876,2,3,1,1,10,0
IN,India,Assam,,43877,3,5,2,-1,4,1
IN,India,Assam,,43878,-1,0,1,-1,7,0
IN,India,Assam,,43879,-4,-5,-3,-3,10,1
IN,India,Assam,,43880,1,3,2,2,9,0
IN,India,Assam,,43881,0,4,1,1,11,0
IN,India,Assam,,43882,-2,1,9,0,4,2
IN,India,Assam,,43883,-2,-3,9,-5,0,2
